"","class","cor"
"18","reg",1830
"6","eco",1770
"1","at2",1711
"3","cid",1711
"17","pot",1711
"7","ept",1653
"15","opi",1596
"8","esp",1540
"12","int",1431
"2","bro",1275
"16","poc",1275
"11","inf",1225
"4","cit",1035
"9","fam",990
"21","tvt",990
"5","con",946
"19","sro",820
"10","imo",741
"14","mul",561
"13","mic",325
"20","tav",325
